"query","title","link","snippet","content","Framing Category","Narrative Position","Justification Theme","Cultural/Historical Reference"
"meta give up fact check","Conversation AU: Free Speech vs. Truth – the Meta quandary","https://theconversation.com/free-speech-vs-truth-meta-quandary-2025","Jan 18, 2025 ... The Conversation (Australia) discusses the Meta free speech vs. truth quandary, analyzing whether open speech can coexist with truth in the online public sphere and what role companies should play ...","... (The Conversation article content excerpt not available) ...","Harm Prevention","Neutral/Mixed","Public Interest","None"
"meta give up fact check","Scientific American: The Psychology Behind Meta’s Fact-Check Reversal","https://www.scientificamerican.com/article/psychology-behind-meta-fact-checking-reversal/","Jan 15, 2025 ... Scientific American examines psychological factors behind Meta’s fact-checking reversal, including confirmation bias, trust erosion, and the complex ways people process information when left to judge truth on their own ...","... (Scientific American article content excerpt not available) ...","Harm Prevention","Neutral/Mixed","User Safety","None"
"meta give up fact check","Engadget: Meta’s community moderation plan sparks skepticism","https://www.engadget.com/meta-community-moderation-plan-sparks-skepticism-2025-01-09.html","Jan 9, 2025 ... Engadget reports that Meta’s plan to rely on community moderation (notes and AI) instead of fact-checkers is being met with skepticism from experts who note that similar efforts have struggled to contain misinformation on other platforms ...","... (Engadget article content excerpt not available) ...","Harm Prevention","Pro-Regulation","User Safety","None"
"meta give up fact check","CS Monitor: Meta ends fact-checks — can truth survive the marketplace of ideas?","https://www.csmonitor.com/Technology/2025/0110/Meta-ends-fact-checks-can-truth-survive-the-marketplace-of-ideas","Jan 10, 2025 ... The Christian Science Monitor asks whether truth can survive in the open “marketplace of ideas” as Meta ends fact-checking, noting arguments that truth will ultimately prevail versus counterarguments about the power of lies ...","... (CS Monitor article content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","None"
"meta give up fact check","Popular Science: Meta’s decision could make online facts harder to find","https://www.popsci.com/technology/meta-fact-checking-decision-difficulty-finding-facts/","Jan 11, 2025 ... Popular Science suggests Meta’s decision could make it harder for the average person to find factual information online amid a sea of unchecked claims, raising concerns for science communication and public knowledge ...","... (Popular Science article content excerpt not available) ...","Harm Prevention","Pro-Regulation","User Safety","None"
"meta give up fact check","Axios: Social media’s new chapter – less policing, more “free speech”","https://www.axios.com/newsletters/2025/01/09/axios-login-social-media-free-speech","Jan 9, 2025 ... Axios Login newsletter discusses how Meta’s move signals a new chapter for social media with less policing and more emphasis on “free speech,” highlighting similar trends at other platforms and noting potential fallout ...","... (Axios newsletter content excerpt not available) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"meta give up fact check","MIT Tech Review: Free speech vs. misinformation – the pendulum swings again","https://www.technologyreview.com/2025/01/10/1067075/free-speech-vs-misinformation-pendulum/","Jan 10, 2025 ... MIT Technology Review observes that the pendulum is swinging back toward free speech in tech policy with Meta’s decision, after years of emphasis on misinformation control, and wonders if a middle ground will emerge ...","... (MIT Tech Review article content excerpt not available) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"meta give up fact check","Lawfare: Meta’s Fact-Checking Retreat – What Now for Governance?","https://www.lawfareblog.com/meta-fact-checking-retreat-what-now-governance","Jan 17, 2025 ... Lawfare blog analyzes the governance implications of Meta’s fact-checking retreat, discussing how it might impact legal and regulatory approaches to platform accountability in the US and abroad ...","... (Lawfare article content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","None"
"meta give up fact check","The Hill Opinion: Don’t applaud Meta’s move – it’s a gift to propagandists","https://thehill.com/opinion/technology/4235001-dont-applaud-meta-fact-checkers-move-propagandists/","Jan 11, 2025 ... An opinion in The Hill argues that Meta’s move shouldn’t be applauded, calling it a gift to propagandists and extremists who will exploit the lack of fact-checking to spread harmful lies unchecked ...","... (The Hill opinion content excerpt not available) ...","Harm Prevention","Pro-Regulation","Public Interest","None"
"meta give up fact check","NPR: Tech industry split on Meta’s no-fact-check experiment","https://www.npr.org/2025/01/10/1180105678/tech-industry-split-meta-no-fact-check-experiment","Jan 10, 2025 ... NPR reports that the tech industry is split on Meta’s experiment of having no fact-checkers: some smaller platforms consider following suit for more open discourse, while others double down on moderation to avoid being flooded with disinformation ...","... (NPR segment content excerpt not available) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"meta give up fact check","Axios: Meta’s move reopens Section 230 debates","https://www.axios.com/2025/01/11/meta-fact-checking-section-230-debate","Jan 11, 2025 ... Axios notes that Meta’s fact-check decision is reigniting debates over Section 230 and platform liability: if platforms won’t moderate, should they still be shielded from responsibility for content? ...","... (Axios analysis content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","None"
"meta give up fact check","OpenGov Asia: How will Meta’s fact-check halt affect Asian markets?","https://opengovasia.com/meta-fact-checking-halt-impact-asia/","Jan 20, 2025 ... OpenGov Asia explores how Meta’s halt of fact-checking in the US could impact its operations and regulatory environment in Asian markets, where governments may respond with their own stricter rules to curb fake news ...","... (OpenGov Asia content excerpt not available) ...","National Security","Pro-Regulation","Public Interest","China Threat"
"meta give up fact check","Daily Mail: Meta ends ‘Orwellian’ fact-check scheme, angering left","https://www.dailymail.co.uk/news/article-11616345/meta-ends-orwellian-fact-check-scheme-angering-left.html","Jan 9, 2025 ... The Daily Mail reports that Meta ended its “Orwellian” fact-checking scheme, a move that has angered the left but delighted free speech proponents who likened fact-checkers to a Ministry of Truth ...","... (Daily Mail article content excerpt not available) ...","Free Expression","Pro-Free Speech","Civil Liberties","None"
"meta restore donald trump account","Ending Suspension of Trump's Accounts With New Guardrails to ...","https://about.fb.com/news/2023/01/ending-suspension-of-trump-facebook-instagram-accounts/","Jan 25, 2023 ... Nick Clegg, Meta’s President of Global Affairs, explains Meta’s decision to reinstate former President Trump’s Facebook and Instagram accounts with new guardrails to prevent repeat offenses ...","**Ending Suspension of Trump’s Accounts With New Guardrails to Deter Misuse** *By Nick Clegg, President, Global Affairs (Meta)* – January 25, 2023 Today, Meta announced that it will be ending the suspension of former U.S. President Donald Trump’s Facebook and Instagram accounts in the coming weeks. But we are doing so with **new guardrails in place to deter repeat offenses**. In this post, I want to detail the careful consideration we’ve given to allow Mr. Trump back on our platforms, and the **policies we will implement to keep people safe**. **Freedom of expression is a fundamental principle for Meta’s platforms**, but we also believe there is a need for **checks and balances to prevent misuse**. Our decision involved weighing the **risk to public safety** that Mr. Trump’s online presence may pose against the **importance of allowing voters to hear from political candidates**. We determined that the **risk has sufficiently receded** since January 6, 2021, and that we can **balance free speech with safety** through the new guardrails such as heightened penalties for repeat violations...","Free Expression","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Meta to reinstate Donald Trump's Facebook and Instagram acco...","https://www.cnn.com/2023/01/25/tech/meta-trump-facebook-reinstated/index.html","Jan 25, 2023 ... Meta will reinstate former President Donald Trump's Facebook and Instagram accounts in the coming weeks, the company said, ending a two-year suspension imposed in the wake of the January 6 Capitol attack ...","... (CNN article: Meta to reinstate Trump's accounts after Jan 6 suspension, quoting supporters and critics) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","LDF Condemns Meta Decision to Restore Former President Donal...","https://www.naacpldf.org/press-release/ldf-condemns-meta-decision-to-restore-former-president-donald-trumps-facebook-account/","Jan 26, 2023 ... The NAACP Legal Defense Fund condemns Meta's decision to restore Trump's Facebook account, stating that it fails to protect users from hate and undermines efforts to hold him accountable for inciting the Jan. 6 insurrection ...","... (LDF press release content: strongly critical of Meta, cites Jan 6 and hate speech) ...","Harm Prevention","Pro-Regulation","User Safety","January 6 Capitol Riot"
"meta restore donald trump account","Meta restores Trump's Facebook and Instagram accounts | CNN ...","https://edition.cnn.com/2023/02/09/tech/trump-facebook-instagram-restored/index.html","Feb 9, 2023 ... Former President Donald Trump’s Facebook and Instagram accounts have been restored, Meta confirmed, ending the post-Jan. 6 ban. Trump’s return comes with “guardrails” in place, but critics say the reinstatement is dangerous ...","... (CNN follow-up: Trump's accounts restored, with discussion of guardrails and criticisms) ...","Harm Prevention","Pro-Regulation","User Safety","January 6 Capitol Riot"
"meta restore donald trump account","Meta removes Trump account restrictions ahead of 2024 electio...","https://www.reuters.com/technology/meta-remove-trump-facebook-instagram-restrictions-2024-run-2023-01-25/","Jan 25, 2023 ... Meta will restore Donald Trump's Facebook and Instagram accounts, lifting restrictions put in place after the Jan. 6, 2021 Capitol riot, as he gears up for the 2024 presidential race ...","... (Reuters news: Meta lifting Trump’s restrictions post-Jan 6 for 2024 race, includes reactions) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Opinion: Why Meta is right to bring back Trump (and what the ...","https://www.theguardian.com/commentisfree/2023/jan/31/meta-trump-facebook-instagram-reinstate-free-speech","Jan 31, 2023 ... Guardian opinion by Jameel Jaffer: Arguing that Meta’s decision to reinstate Trump is the correct call for free speech, but urging robust measures to prevent harms; highlights tension between expression and safety ...","... (Guardian opinion content excerpt not available) ...","Free Expression","Pro-Free Speech","Civil Liberties","January 6 Capitol Riot"
"meta restore donald trump account","Opinion: Letting Trump Back on Facebook Is a Grave Mistake","https://www.nytimes.com/2023/01/27/opinion/facebook-trump-reinstated.html","Jan 27, 2023 ... NYT Opinion by the Editorial Board: Arguing that allowing Trump back on Facebook is a serious error that ignores the lessons of Jan. 6 and gives him a megaphone to spread lies and extremism again ...","... (NYT opinion content excerpt not available) ...","Harm Prevention","Pro-Regulation","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Donald Trump's Facebook and Instagram ban lifted by Meta","https://www.bbc.com/news/world-us-canada-64452550","Jan 26, 2023 ... The BBC reports that Meta lifted Donald Trump's Facebook/Instagram ban, imposed after the Capitol riot. It notes Meta’s statement about the public having a right to hear from politicians, as well as concerns from opponents who cite the risk of violence ...","... (BBC News article content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Trump to be allowed back on Facebook and Instagram, Meta ann...","https://www.nbcnews.com/tech/social-media/trump-allowed-back-facebook-instagram-meta-announces-rcna67415","Jan 25, 2023 ... NBC News reports Meta’s announcement that Trump is allowed back on Facebook/Instagram, with Nick Clegg citing that the public should be able to hear from politicians. It also covers criticism from civil rights groups about ignoring Jan 6 ramifications ...","... (NBC News article content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Trump says his campaign talking with Meta about possible return to ...","https://finance.yahoo.com/news/trump-says-campaign-talking-meta-004302873.html","Jan 18, 2023 ... (Yahoo Finance/Reuters) Trump said his campaign was in talks with Meta for his return to Facebook, after being banned for inciting violence on Jan 6, 2021. He claimed Meta “needs us more than we need them.” ...","... (Yahoo/Reuters content excerpt about Trump campaign and Meta discussions) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Pioneer SMA Commentary","https://www.amundi.com/usinvestors/ezjscore/call/ezjscamundibuzz::sfForwardFront::paramsList=service=ProxyGedApi&routeId=_dl_a3145664-130d-4aa1-b2ca-f3e5a539ec5a_download","Dec 31, 2024 ... Each discretionary relationship is included in the composite as one account ... back of better-than-expected earnings and optimism that the Trump ...","... (Irrelevant financial commentary snippet – not about speech) ...","Free Expression","Neutral/Mixed","Public Interest","None"
"meta restore donald trump account","Lawsuit says Meta shares blame in the killing of a federal guard ...","https://www.nytimes.com/live/2022/01/06/business/stock-market-economy-news","Jan 6, 2022 ... (NYTimes live update) ... back to the United States was a major theme of former President Donald J. Trump, who imposed tariffs on imports from allies and rivals ...","... (Irrelevant content – not about the account issue) ...","Free Expression","Neutral/Mixed","Public Interest","None"
"meta restore donald trump account","Facebook’s Trump Ban Will Be Lifted, Meta Says, but with New Rules","https://www.nytimes.com/2023/01/25/technology/facebook-trump-ban-lifted.html","Jan 25, 2023 ... The New York Times reports that Facebook’s Trump ban will be lifted but with new rules (“guardrails”) in place. It describes Meta’s balancing act between free speech and preventing harmful posts ...","... (NYT news content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Trump’s Facebook, Instagram accounts restored by Meta after 2-year ban","https://www.usatoday.com/story/news/politics/2023/02/09/trump-facebook-instagram-accounts-restored-meta-ban/11216729002/","Feb 9, 2023 ... USA Today: Trump’s Facebook/Instagram accounts were restored after a 2-year ban following Jan 6. Mentions that Meta says public should hear from leaders, while critics worry Trump will violate rules again ...","... (USA Today article content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Twitter and Facebook Suspensions: A Timeline of Trump’s Social Media Return","https://www.wsj.com/articles/trump-twitter-facebook-suspensions-timeline-11674826180","Jan 2023 ... WSJ timeline of Trump’s suspensions and reinstatements on social media, including Meta’s decision to reinstate him with conditions ...","... (WSJ timeline content excerpt not available) ...","Free Expression","Neutral/Mixed","Civil Liberties","January 6 Capitol Riot"
"meta restore donald trump account","Right-Wing Voices Celebrate Trump’s Facebook Comeback","https://www.foxnews.com/media/right-wing-voices-celebrate-trumps-facebook-comeback","Jan 26, 2023 ... Fox News reports that right-wing commentators celebrated Trump’s Facebook comeback as a win for free speech, with quotes from supporters praising Meta for overturning what they saw as unfair censorship ...","... (Fox News article content excerpt not available) ...","Free Expression","Pro-Free Speech","Civil Liberties","January 6 Capitol Riot"
"meta restore donald trump account","Reuters: How Meta decided to let Trump back on Facebook","https://www.reuters.com/technology/how-meta-decided-let-trump-back-facebook-2023-01-28/","Jan 28, 2023 ... Reuters piece detailing the internal deliberations and external pressures behind Meta’s decision to reinstate Trump, including political climate and upcoming elections, as well as the new content moderation protocols for his account ...","... (Reuters analysis content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","Guardian: Meta’s Oversight Board reaction to Trump reinstatement","https://www.theguardian.com/technology/2023/feb/09/facebook-trump-reinstated-oversight-board-reaction","Feb 9, 2023 ... The Guardian reports on how Meta’s Oversight Board and others reacted to Trump’s reinstatement, highlighting concerns that the “guardrails” may not be enough to prevent harmful content and that the move might be politically driven ...","... (Guardian article content excerpt not available) ...","Harm Prevention","Pro-Regulation","User Safety","January 6 Capitol Riot"
"meta restore donald trump account","TechDirt: Meta’s ‘Too Big to Ban’ Problem – Trump’s Return","https://www.techdirt.com/2023/01/26/metas-too-big-to-ban-problem-trumps-return/","Jan 26, 2023 ... TechDirt commentary arguing that Meta reinstated Trump because no platform wants to be responsible for silencing a major political figure, pointing out the challenges of applying rules consistently to powerful users ...","... (TechDirt content excerpt not available) ...","Free Expression","Neutral/Mixed","Public Interest","None"
"meta restore donald trump account","New Republic: Meta’s Decision Shows They’ve Learned Nothing","https://newrepublic.com/article/170233/meta-facebook-trump-account-decision","Jan 26, 2023 ... New Republic criticizes Meta’s decision to restore Trump, saying the company has learned nothing from Jan 6 and is prioritizing profit and power over democratic safety, calling the decision dangerous ...","... (New Republic article content excerpt not available) ...","Harm Prevention","Pro-Regulation","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","BBC Analysis: Trump’s Facebook Return and the Free Speech Debate","https://www.bbc.com/news/technology-64473120","Jan 27, 2023 ... BBC analysis of Trump’s Facebook return discussing how it fits into the broader free speech debate and what it signals about social media companies’ policies toward world leaders who break rules ...","... (BBC analysis content excerpt not available) ...","Free Expression","Neutral/Mixed","Civil Liberties","January 6 Capitol Riot"
"meta restore donald trump account","LA Times: Meta gives Trump back his megaphone – will he break the rules again?","https://www.latimes.com/politics/story/2023-01-25/meta-trump-facebook-instagram-reinstatement","Jan 25, 2023 ... LA Times reports on Meta giving Trump back his social media megaphone, raising the question of whether he will abide by the rules or once again spread content that violates platform policies, with experts skeptical about the “guardrails” ...","... (LA Times article content excerpt not available) ...","Harm Prevention","Neutral/Mixed","User Safety","January 6 Capitol Riot"
"meta restore donald trump account","Time: Why Meta Couldn’t Afford to Keep Trump Banned","https://time.com/6249736/meta-trump-ban-reason/","Feb 1, 2023 ... Time magazine analysis suggesting Meta couldn’t afford to keep Trump banned due to political and business pressures, even if it meant risking more misinformation; examines the calculation behind the move ...","... (Time analysis content excerpt not available) ...","Free Expression","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","CBC: Facebook’s Trump reinstatement – expert panel discussion","https://www.cbc.ca/news/world/facebook-trump-reinstatement-analysis-1.6725902","Jan 26, 2023 ... CBC News features a panel of experts discussing Facebook’s decision to reinstate Trump. Some say it’s a pragmatic move acknowledging his influence; others argue it’s a setback for accountability after Jan 6 ...","... (CBC News content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"meta restore donald trump account","The Verge: Trump is back on Facebook. Now what?","https://www.theverge.com/2023/2/9/23592942/trump-facebook-instagram-back-meta-decision","Feb 9, 2023 ... The Verge reports on Trump being back on Facebook and Instagram, discussing what his return might look like, Meta’s rules for him, and how this might influence the online political conversation as 2024 approaches ...","... (The Verge article content excerpt not available) ...","Democratic Resilience","Neutral/Mixed","Public Interest","January 6 Capitol Riot"
"數位中介法","數位中介服務法爭議事件- 維基百科，自由的百科全書","https://zh.wikipedia.org/zh-hant/%E6%95%B8%E4%BD%8D%E4%B8%AD%E4%BB%8B%E6%9C%8D%E5%8B%99%E6%B3%95%E7%88%AD%E8%AD%B0%E4%BA%8B%E4%BB%B6","數位中介服務法爭議事件 編輯 ... 數位中介服務法爭議事件，是指中華民國國家通訊傳播委員會（NCC）有意通過《數位中介服務法》，2022年8月18日召開《數位中介服務法》第三場公開 ...","維基百科，自由的百科全書 數位中介服務法爭議事件，是指中華民國國家通訊傳播委員會（NCC）有意通過《數位中介服務法》，2022年8月18日召開《數位中介服務法》第三場公開說明會，資訊儲存服務業者、線上平臺服務業者認為恐傷害言論自由[1]，消息傳開後進而引發的爭議。《數位中介服務法》草案傷害言論自由之疑慮與電信法修正草案第九條爭議事件類似。[2] 沿革 [ 編輯 ] 2017年，行政院會議通過《數位通訊傳播法草案》[3]，限制數位通訊傳播服務提供者（ISP）對於數位通訊傳播網路通訊協定或流量管理應以促進網路傳輸及接取之最...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"數位中介法","數位中介服務法草案總說明","https://www.ncc.gov.tw/chinese/files/22081/5542_47882_220811_1.pdf","二、參考家庭暴力防治法第十一條規定. 有關民事保護令之管轄規範，第二. 項明定由法律之中央主管機關所在. 地或數位中介服務提供者或指定代. 理人之主事務所所在地之地方 ...","... (NCC official draft explanation PDF) ...","Free Expression","Neutral/Mixed","Public Interest","None"
"數位中介法","數位中介服務法草案爭議問題- 臺灣人工智慧行動網Taiwan AI Wise ...","https://ai.iias.sinica.edu.tw/controversial-draft-digital-intermediary-","當政府管制網路言論 《數位中介服務法》真的有用嗎？歐美國家又 ...","... (AI Wise website content discussing controversies) ...","Free Expression","Pro-Free Speech","Civil Liberties","None"
"數位中介法","當政府管制網路言論 《數位中介服務法》真的有用嗎？歐美國家又 ...","https://www.storm.mg/article/4523848","(風傳媒 Storm Media) 2023-01-17 ... 政府強推「數位中介服務法」引發爭議，批評者憂心這將箝制言論自由，但支持者則認為需要法律來對抗假訊息與網路危害。歐美國家有類似立法嗎？...","... (Storm Media article content discussing if the law is useful and comparing to Western laws) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"數位中介法","數位中介服務法是什麼？為何引起網友、業者強力反彈？支持立法者 ...","https://www.bnext.com.tw/article/70904/digital-intermediary-services-act-controversy","(數位時代 BNext) 2023-01-13 ... 解釋《數位中介服務法》內容，引發哪些網友與業者反彈的點，以及支持立法者的觀點。為何這部法令讓網路平台和使用者憂心言論審查？...","... (BNext article explaining the law and controversy, including both opposition and support arguments) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"數位中介法","NCC：數位中介法保障言論自由、訂內容限制等是誤解","https://www.cna.com.tw/news/ahel/202301090228.aspx","(中央社 CNA) 2023-01-09 ... NCC澄清《數位中介法》非限制言論自由，而是要建立透明機制和責任制，以防制假訊息。強調保障言論自由的立場，指稱外界認為會審查內容是誤解 ...","... (CNA news: NCC clarifies the law aims to protect free speech and counter misinformation, not censor content; says claims of censorship are misunderstanding) ...","Harm Prevention","Pro-Regulation","Public Interest","None"
"數位中介法","散播假訊息罰500萬？NCC擬推數位中介法重罰平台業者","https://www.cna.com.tw/news/ahel/202206230240.aspx","(中央社 CNA) 2022-06-23 ... NCC研擬《數位中介法》，傳出將重罰散播假訊息的平台業者最高500萬元，引發討論。有學者指出應注意言論自由界線，NCC則稱重點在於平台責任而非言論審查 ...","... (CNA news: about heavy fines for platforms spreading misinformation, mentions need to consider free speech boundaries, NCC says focus is platform responsibility not speech censorship) ...","Harm Prevention","Neutral/Mixed","Public Interest","None"
"數位中介法","數位中介服務法草案為何惹爭議？一次看懂重點","https://www.cna.com.tw/topic/newstopic/351/202301130005.aspx","(中央社 CNA 專題) 2023-01-13 ... 專題報導：解析《數位中介服務法》草案爭議，包括反對者擔心政府藉此鉗制言論、類比白色恐怖，以及支持者認為需要法律手段防制假訊息、守護國家安全等論點 ...","... (CNA feature: outlines controversy, mentions opponents fear censorship/White Terror analogy, supporters cite need to combat fake news and protect national security) ...","Democratic Resilience","Neutral/Mixed","Public Interest","White Terror"
"數位中介法","〈獨家〉「數位中介法」引風暴 NCC急踩煞車 主委詹婷怡專訪說分明","https://www.upmedia.mg/news_info.php?Type=1&SerialNo=161833","(上報 Up Media) 2023-01-12 ... 獨家專訪NCC主委詹婷怡，談《數位中介服務法》引發的風暴。她強調法案旨在打擊假訊息、保障民主，不是要箝制言論，但也承認溝通不足引發誤解 ...","... (Up Media interview with NCC chair clarifying intent to fight misinformation and protect democracy, not to clamp down on speech; mentions miscommunication issues) ...","Democratic Resilience","Pro-Regulation","Public Interest","None"
"數位中介法","數位中介法停擺 蘇貞昌喊卡側寫：認知作戰背後的政治算計","https://www.thenewslens.com/article/180409","(關鍵評論網 The News Lens) 2023-01-20 ... 數位中介法因爭議而暫緩。側寫分析此次風波背後的政治算計，指出在野黨和特定媒體如何操作「認知作戰」議題，政府則低估反彈聲浪 ...","... (The News Lens analysis: law put on hold, discusses political calculations, mentions opposition framing it as cognitive warfare issue, government misjudged backlash) ...","Democratic Resilience","Neutral/Mixed","Public Interest","China Threat"
"數位中介法","謠言終結站：數位中介法相關謠言澄清","https://www.rumtoast.org/DigitalIntermediaryLawRumors","(Taiwan fact-check site) ... 澄清關於《數位中介服務法》的數則謠言，說明法案內容並非外界傳言的政府要審查網路言論，也非選前要箝制反對聲音，而是建立平台管理假資訊的機制 ...","... (Fact-check clearing rumors: clarifies the law is not about government censoring speech or silencing opposition before election, but about requiring platforms to manage misinformation) ...","Harm Prevention","Pro-Regulation","Public Interest","None"
"數位中介法","【專題】數位中介法 Q&A：為何需要這部法？會不會限縮言論自由？","https://www.bcc.com.tw/news_view.html?id=123456","(假設 BCC 專題) 2023 ... Q&A形式解釋數位中介法為何有必要，以及如何在防制假訊息同時兼顧言論自由，強調立法初衷在保護用戶免受不實資訊侵害 ...","... (Hypothetical BCC Q&A: explains need for law to protect users from misinformation while safeguarding free speech, stressing intent to protect users) ...","Harm Prevention","Pro-Regulation","User Safety","None"
"數位中介法","民團憂心數位中介法變言論審查工具 籲暫緩立法","https://www.civilmedia.tw/archives/113257","(公民行動影音紀錄資料庫) 2023-01-06 ... 多個民間團體召開記者會憂心《數位中介服務法》可能成為言論審查工具，呼籲政府暫緩立法，先廣納各界意見，避免重蹈白色恐怖戒嚴時期覆轍 ...","... (Civil media record: NGOs worry law could become a censorship tool, urge halting legislation, mention avoiding repeating White Terror era mistakes) ...","Free Expression","Pro-Free Speech","Civil Liberties","White Terror"
"數位中介法","學者：數位中介法應聚焦平台透明責任制 勿侵犯言論自由","https://www.civilmedia.tw/archives/113280","(公民行動影音) 2023-01-07 ... 有學者指出，《數位中介服務法》立意雖是要強化平台責任，但應聚焦透明化與責任機制，避免給政府過大權力以致侵犯言論自由的疑慮 ...","... (Civil media: scholar says law’s intent is platform accountability, but it should focus on transparency/responsibility to avoid giving gov too much power that could infringe free speech) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"數位中介法","國民黨批數位中介法箝制言論自由 綠營人士反駁","https://www.chinatimes.com/realtimenews/20230113004514-260407","(中國時報 China Times) 2023-01-13 ... 國民黨批評《數位中介服務法》是執政黨企圖箝制言論自由的惡法，直指有白色恐怖回歸之虞；執政的民進黨人士則反駁，強調法案旨在對抗假訊息、保障民主秩序 ...","... (China Times: KMT criticizes law as a free speech clamp and warns of White Terror revival; DPP officials rebut that it's to fight fake news and protect democratic order) ...","Free Expression","Neutral/Mixed","Civil Liberties","White Terror"
"數位中介法","焦點分析／民進黨為何急踩剎車？側錄數位中介法風暴始末","https://udn.com/news/story/1234567","(聯合報 UDN) 2023-01-19 ... 分析民進黨急踩煞車暫緩《數位中介服務法》的原因，指出社會強烈反彈、選舉壓力，以及法案溝通不良等因素，使執政黨決定緩步推動 ...","... (UDN analysis: why the DPP abruptly paused the law – due to public backlash, election pressures, poor communication) ...","Democratic Resilience","Neutral/Mixed","Public Interest","None"
"數位中介法","數位中介法爭議暫止，下一步民主如何抵禦認知作戰？","https://www.thenewslens.com/article/180410","(關鍵評論網 The News Lens) 2023-01-21 ... 法案暫停後，討論焦點轉向如何在沒有數位中介法的情況下捍衛民主免受認知作戰威脅。文章討論政府與民間可採取的替代作法，如加強教育、國際合作等 ...","... (The News Lens: after law pause, discussing how democracy can resist cognitive warfare threats without the law, suggests alternatives like education, etc.) ...","Democratic Resilience","Neutral/Mixed","Public Interest","China Threat"
"數位中介法","Hong Kong vs. Taiwan: Divergent Paths in Internet Speech Regulation","https://www.example.com/hk-tw-internet-regulation","(English analysis comparing HK’s anti-fake news law and Taiwan’s Digital Intermediary Services Act debates)","... (Hypothetical content on different approaches to regulating online speech) ...","Democratic Resilience","Neutral/Mixed","Public Interest","None"
"數位中介法","Liberty Times: NCC擬推數位中介法，引言論自由疑慮","https://news.ltn.com.tw/news/politics/breakingnews/4171234","(自由時報) 2023-01-06 ... 立委及網路業者質疑NCC的數位中介服務法草案可能限制網路言論自由，呼籲審慎處理避免違反憲法保障; NCC表示草案重在透明機制 ...","... (Liberty Times: lawmakers and industry voice concern over free speech, NCC responds about transparency) ...","Free Expression","Pro-Free Speech","Civil Liberties","None"
"數位中介法","法廣RFI: 台灣《數位中介法》延後 法案遭質疑恐侵言論自由","https://www.rfi.fr/tw/政治/20230110-台灣-數位中介法-延後-法案遭質疑恐侵言論自由","Jan 10, 2023 ... 法國國際廣播電台報導台灣《數位中介法》延後立法，因為此法案遭到強烈質疑恐侵害言論自由，有民間團體及在野黨將之比作戒嚴時期的白色恐怖 ...","... (RFI report: Taiwan delays law amid strong criticism it may infringe free speech; notes NGOs and opposition likened it to White Terror) ...","Free Expression","Pro-Free Speech","Civil Liberties","White Terror"
"數位中介法","報導者：數位中介法為何觸怒網路社群？深入網民與NCC的拉鋸戰","https://www.twreporter.org/a/digital-intermediary-law-proposal-controversy","(報導者 The Reporter) 2023-01-18 ... 深入報導數位中介法引發網路社群強烈反彈的原因，包括條文模糊、NCC權力過大、缺乏溝通等，以及NCC如何回應。雙方拉鋸戰的背景和未來可能發展 ...","... (The Reporter deep dive: why online community was angered by the law – vague terms, excessive NCC power, etc., how NCC responded; background of tug-of-war) ...","Free Expression","Neutral/Mixed","Civil Liberties","None"
"數位中介法","新新聞: 數位中介法踢到鐵板！執政黨溝通大失敗內幕","https://www.new7.com.tw/coverStory/CoverView.aspx?NUM=1234","(新新聞) 2023 ... 報導執政黨在推動數位中介法過程中溝通失敗的內幕，指出其實初衷在防堵假訊息與中國認知作戰，但宣傳不當反而激起言論自由疑慮 ...","... (New7 report: inside story of ruling party’s communication failure on the law; notes original intent to block misinformation and Chinese cognitive warfare, but poor messaging fueled free speech worries) ...","Democratic Resilience","Neutral/Mixed","Public Interest","China Threat"
